"memberId","caseid","weight","excluded_reason"
"37797fe33ec110c9",1,0.0179895359383246,NA
"59093cf33f165d4d",2,0.209703272745993,NA
"483dd3b07ff8f4f6",3,0.388367248354534,NA
"6a25d459a8df229c",4,0.162902750324588,NA
"da02c83127b55607",5,0.451055230979469,NA
"f014c4129cd424b8",6,0.447687197497566,NA
"91fc0d194b25e1d4",7,1.10177569252306,NA
"3f2a0fa4b7302ad3",8,0.37235980296614,NA
"282d7d0e6b9cb6d9",9,0.0313257650654449,NA
"1d50936dde771906",10,0.050623240629463,NA
"2a6c641467eefd3d",11,1.16682819918341,NA
"4f308a7bc746648c",12,2.92565184923854,NA
"5a81bfc595f2452f",13,0.456619563006891,NA
"24a445e10eead605",14,0.47080046806276,NA
"6e6bf22e865c9099",15,0.0892393625509053,NA
"beb52c68c28efd79",16,0.36391558390339,NA
"05e19809fdbda2b6",17,5.00009999963804,NA
"75943986142dc919",18,0.0177703167916001,NA
"0f0c843dd8bb2f5a",19,0.0214433622502326,NA
"4bc470bb74fc823e",20,0.0464067700199429,NA
"43a39136229029aa",21,0.179454411263992,NA
"2546ac11d64b0229",22,0.179454411263992,NA
"e36992e6dc98d6f6",23,0.0582263414728006,NA
"12995ca8460d9c96",24,0.159823903522189,NA
"01204504e8de2067",25,5.00009999963804,NA
"8328a7760b8cab49",26,0.0496242596967169,NA
"cd82d55aba5b2bb5",27,0.816059897565484,NA
"e8e0084762f24fcc",28,0.160156468852985,NA
"207edc0e5714674a",29,0.0410263337825725,NA
"b10d9fb627e84202",30,0.166210317657212,NA
"2f7f0371a8026c68",31,0.237503156897723,NA
"6606b499900dda59",32,0.779591462232798,NA
"9f45804f3bd46acf",33,0.364672827994392,NA
"a941391525f60a7b",34,1.64610504452823,NA
"5b8b4fa823eb21a7",35,0.0581054343208653,NA
"857631c5d2772ad1",36,0.901925537941835,NA
"3fb394f30d14634e",37,0.0260641025938819,NA
"d6250da38ca3f225",38,0.283101590079484,NA
"25f21ebe26baee8f",39,0.0177703167916001,NA
"85fbfd99d295f526",40,0.511639619915953,NA
"6ef29471a4489a70",41,1.24225220329472,NA
"b74ee5b98fc2b66a",42,0.280130615766138,NA
"d145c31321f0c127",43,0.0214433622502326,NA
"819a786016d4ce5c",44,0.0329617480383356,NA
"fd2e1d4f632bbc83",45,0.625009574339701,NA
"3d4feb87b6d74971",46,0.127225780912718,NA
"28ef70e801131c94",47,0.031839429617324,NA
"c5a2115dd8c874e8",48,0.364489047122448,NA
"4d38fad90bd3b00a",49,1.11103829470973,NA
"eccb0bcb3a960fe8",50,5.00009999963804,NA
"7480489e33bd5952",51,0.0289983334975083,NA
"a9e0155e227343de",52,0.13269252964594,NA
"e41881aa95dacd47",53,0.0260641025938819,NA
"69cf1127a2ff126b",54,0.166210317657212,NA
"7af77cc02e399813",55,0.874904310884089,NA
"88c89ed05d419319",56,5.00009999963804,NA
"c81a56f871185aa3",57,0.219218216947144,NA
"d6a856088e50b8a4",58,5.00009999963804,NA
"a204cc8bf610181b",59,0.0419122541110809,NA
"9936bede8f40cd5b",60,0.683684632255973,NA
"36577fb3381c8bf5",61,0.0384577285458285,NA
"309a2349f07381fe",62,5.00009999963804,NA
"917adb495a03f14a",63,0.0329617480383356,NA
"a52d8fb8ede98cf7",64,0.0278990414240264,NA
"e493fa4a9c5803a3",65,0.0929486248989857,NA
"469f5a02fb7f579f",66,0.617393254160511,NA
"b3c81c8fb7bc6df6",67,5.00009999963804,NA
"20a375d5f3026728",68,0.154641131721769,NA
"fd15ef0ffd3cc379",69,0.219218216947144,NA
"f295a7b8794d8c04",70,0.0483456987638487,NA
"f20ccff7a939dc5a",71,5.00009999963804,NA
"c2880fe5a3bd22a1",72,0.238099519766671,NA
"a3f4e35a9c2d0a5b",73,0.218769143429353,NA
"6466645a576fb334",74,0.287167265785327,NA
"a78b7f0dc2edf699",75,0.0662220715200679,NA
"e17c3d3724ddb67d",76,0.216848950094603,NA
"43bb7926fe71a6a9",77,0.273727222528671,NA
"1ef3a0a4d881775d",78,0.492243975035152,NA
"b9facd8421339985",79,0.070610968174522,NA
"da844088c22d24d3",80,0.292841085865845,NA
"402c6c9a74f6d313",81,0.364787324037311,NA
"771177b88b423fcc",82,0.162902750324588,NA
"3d9a27a023f11cd6",83,5.00009999963804,NA
"124e844b1cf858bc",84,0.219218216947144,NA
"65e307e39181ede3",85,0.750432741350322,NA
"76b98515a6ba39a0",86,0.0379890855265933,NA
"fff14bef0b7dc59f",87,0.0752731268577446,NA
"4c3a9ce5c02d0e93",88,0.0156335632467025,NA
"e0fa666cbb0f69ea",89,0.0263856359912758,NA
"f6f1894fb61b6264",90,0.194178587971662,NA
"9535c031c342ef51",91,0.511639619915953,NA
"50869099098c1a0e",92,0.122833782966262,NA
"9a2d2d106669f915",93,0.0505753306577257,NA
"9f81f41ce9f968ba",94,0.0314514366965042,NA
"7fa728324bdc0c03",95,0.155789442001646,NA
"5f669b9cb68830b2",96,0.901188057362971,NA
"dddc1fd6561a55fb",97,0.0232612539633661,NA
"cb9072a551435ff7",98,0.0742554259536557,NA
"eebaa7956941ebcb",99,0.0217078930197472,NA
"ce223a64a399be28",100,5.00009999963804,NA
"2a86d6835851513b",101,5.00009999963804,NA
"220127e08cd470fb",102,5.00009999963804,NA
"baf1d8d7af08d5b4",103,0.668746820705709,NA
"bc46458570d6812d",104,0.333044059132264,NA
"fbe48b28ec14817c",105,5.00009999963804,NA
"c0475e48a6ab091b",106,5.00009999963804,NA
"a58d548818aa4014",107,0.0177703167916001,NA
"ac31ed930a2cd7b5",108,0.219218216947144,NA
"47d91ab0bde2a52d",109,0.450118613600397,NA
"6aa39270a18ec0e0",110,5.00009999963804,NA
"c82379052c326fb0",111,0.388367248354534,NA
"1806370888b37094",112,0.0289983334975083,NA
"10575fb4e5e00c9b",113,5.00009999963804,NA
"a01933a5f5c5bb10",114,0.401882785153095,NA
"a8766b50dd56656e",115,0.0177703167916001,NA
"d4b0d74a69348772",116,0.234417127573442,NA
"9eea5843034ad246",117,0.0564067705770978,NA
"e53f3495bed3981e",118,0.0179895359383246,NA
"3b1931121937e50d",119,0.0217078930197472,NA
"0ad71860b3bccb5f",120,0.904867259056546,NA
"feee8942c7515a1c",121,0.203924472204795,NA
"c592f29a6954d428",122,0.38421495503251,NA
"13510f65ca09bf09",123,1.40793761054541,NA
"2ab4f7d336efee53",124,0.0384577285458285,NA
"ecc7e3920aa7b350",125,0.345835504997429,NA
"c2207971f5832de7",126,0.101436359567262,NA
"f42e6e013710b840",127,0.519918936493445,NA
"a168ab2d5face1f2",128,5.00009999963804,NA
"fa7f235308ffc2ef",129,0.0156335632467025,NA
"805e68ea72744344",130,0.0378006614030392,NA
"ab1a25006dbdf1b7",131,0.109452879223274,NA
"ce22268d1b9c5600",132,0.0973314334765292,NA
"42424e497ea5c06c",133,0.0217078930197472,NA
"876b3167a7c572f7",134,0.0158593548506024,NA
"8dac91ce06b38c4f",135,0.0158593548506024,NA
"b8856b2e80c2f857",136,5.00009999963804,NA
"15658310b70fd779",137,0.134329458433808,NA
"ab00e183114117c8",138,0.129622117477143,NA
"f3a7b23544464fe8",139,0.216546840062806,NA
"7a149c0468a52f20",140,0.181668206514499,NA
"6e6adfa6b1551f88",141,0.121336939624492,NA
"3abd4c6c4b2a5d16",142,0.414306433678871,NA
"0fd4cb6de8e1daeb",143,0.0158264228583457,NA
"c932e0e3fbffaa65",144,0.128042551996,NA
"6cc51c2eed29f1b3",145,0.0464067700199429,NA
"cc8f75a1052e400a",146,0.181668206514499,NA
"7d353abb5ddb3dde",147,0.0653267418736196,NA
"048ea43237d7423a",148,0.0177703167916001,NA
"634b615928e70b4c",149,5.00009999963804,NA
"7aa33239d2557130",150,5.00009999963804,NA
"53c69d8f869a2b1d",151,0.163241722192096,NA
"d77d285e17a9121d",152,0.0179895359383246,NA
"dad9b5560da4da3a",153,0.0214433622502326,NA
"7656dd7fcc14dc2b",154,0.0177703167916001,NA
"945c6e2f5f5ac6ed",155,0.58195543975298,NA
"c9f229aba5d4df6d",156,0.492162271933691,NA
"306b1a338214151f",157,0.0179895359383246,NA
"b98ade89d915b471",158,5.00009999963804,NA
"dccaff6755110d14",159,0.158204814037391,NA
"6f5c83d6c369b6f3",160,0.790524203609275,NA
"5d2ab811e575a3f1",161,0.0777420670621453,NA
"6c99dd66fce29390",162,0.0356533812861607,NA
"f4d9dc25e4aa0b42",163,0.0405263899309977,NA
"68b3172033f78668",164,2.75365655823439,NA
"2da22a2d24ad7588",165,0.364489047122448,NA
"85f18694604b7e58",166,0.0289983334975083,NA
"f2240e6aa087e31f",167,0.0919522709838338,NA
"0dc5778abca94f1e",168,0.517951336371196,NA
"401bdc54ead3922b",169,5.00009999963804,NA
"c07baac9bf592338",170,0.0464067700199429,NA
"9cec01e898c8be09",171,0.0314514366965042,NA
"1e223ec35619b83b",172,0.068065799222117,NA
"5cac369a718c9ffa",173,0.108626566406871,NA
"b6a6f3deb24dcf4c",174,0.759122654658994,NA
"102e89480a0e61a9",175,5.00009999963804,NA
"a3a1fc11fe23e6e6",176,0.0425324741361911,NA
"03bb35d67d220609",177,0.0177703167916001,NA
"6a0dffbe339b9a55",178,0.0481420478185729,NA
"17d6151cd91069e6",179,0.121336939624492,NA
"84715d8951069932",180,0.594959124078087,NA
"572d4b5b40149394",181,0.179454411263992,NA
"05191a3b9a2c29c3",182,0.0158264228583457,NA
"95e0cbce14a95e24",183,0.158204814037391,NA
"0a61dcc6208f0970",184,5.00009999963804,NA
"9475f857aa1561a6",185,0.103131415948722,NA
"25bf2a2c3a9b9c8f",186,0.0179895359383246,NA
"15059a8af0140719",187,0.0405263899309977,NA
"42f607fffbe10ce8",188,0.0217078930197472,NA
"0605fc0982383f17",189,1.75394375137747,NA
"4b75e7562628d5f7",190,0.0896036922944571,NA
"b8eac0bc1aa904c2",191,0.0707578971349048,NA
"03c47272fd3e6c37",192,0.031839429617324,NA
"95c19b4342e75b1e",193,0.0872984866284234,NA
"c7d3846af8669b87",194,0.517951336371196,NA
"4163713ab9dbaec6",195,0.279237597449142,NA
"634dd3bc328220ba",196,0.0419122541110809,NA
"3483b6cb13912642",197,0.0177703167916001,NA
"3d9dcba13e2e2d08",198,0.157876301322975,NA
"3b929aa9534013f6",199,0.10822151571406,NA
"df120f19b69ee59f",200,0.156188340470285,NA
